Gender,City,CollegeTier,Stream,Specialisation,Hostel,HistoryOfBacklogs,SGPA_Sem1,SGPA_Sem2,SGPA_Sem3,SGPA_Sem4,SGPA_Sem5,SGPA_Sem6,SGPA_Sem7,SGPA_Sem8,CGPA,AttendancePercent,Internships,Projects,Workshops,Certifications,Publications,AptitudeTestScore,SoftSkillsRating,CodingTestScore,MockInterviewScore,ExtraCurricular,CGPA_Tier,PlacementStatus,IsAnomaly,Salary Package
0,1,1,5,2,0,0,1.626921940009721,1.1669372417182697,1.781738020605388,1.5934445065931688,1.09669329096533,1.1198985528764556,1.4968375038092236,1.3285394011606029,1.3949777670177568,0.271767854610047,-0.1569998787403739,-0.09069176056654947,0.17974635302256015,-0.7924340591766833,-1.025506940660326,0.9674943988346579,-0.8005319216724531,-0.18325399878254234,-0.09248804308306227,0,0,1,0,18.13
0,9,1,1,3,1,0,1.7982172984459248,1.7152372474703634,1.3177105804078826,1.7526164403438094,1.7264841792218895,1.6999664553595801,1.6756726245500106,1.652082592526962,1.6177933238762467,1.2497718815027714,2.3011162750152856,-0.9187757686614144,0.17974635302256015,0.9091271252013274,1.7632427959951715,0.06493513518524814,1.7360077540957763,0.14113651117218354,2.041917086683907,1,0,1,0,25.15
1,2,2,0,0,1,0,-0.5537997385434925,-1.0458449243526793,-0.7446335982476957,-0.8960045372668507,-1.0634894557546692,-0.6390170223949547,-0.9760205450547704,-0.6554518666519794,-0.7589059492809845,-0.4577269523345256,-0.1569998787403739,-0.09069176056654947,-0.8301780936712264,-0.7924340591766833,0.36886792766742266,0.11922441420175381,-0.16639700273039565,0.19028658843805113,0.3283805740540866,1,1,1,0,5.99
0,7,1,2,3,0,0,1.646686789060053,1.5716348650114824,1.781738020605388,1.7526164403438094,1.7264841792218895,1.6999664553595801,1.6756726245500106,1.652082592526962,1.6796865341147174,1.0253119409044416,-0.1569998787403739,0.7373922475283154,2.199595246410133,1.7599077173903326,1.7632427959951715,1.0353559976052902,0.15067045674063287,1.050412940590734,0.26825648589163675,1,0,1,0,25.46
0,4,1,3,0,0,0,1.3502140533050835,1.3105396241771519,1.2790416270580913,0.8676204886902472,1.0526079287873706,1.1697968670685523,0.9171650434770149,1.3651669322586806,1.1659728891354197,1.177624043453309,1.0720581981374557,1.5654762556231803,0.17974635302256015,1.7599077173903326,1.7632427959951715,1.0964314364988588,0.04498130358362367,1.6598738986874926,1.2963783934695294,0,0,1,0,18.17
1,6,2,1,0,1,0,-1.7726320966472529,-2.064116363606568,-1.885367722066563,-1.9656399320711555,-2.02077160590464,-1.8490511415533009,-2.0243643562938702,-2.004565928764535,-1.9596342279072938,-1.5399445230764746,-1.3860579556182036,-1.7468597767562792,-1.8401025403650129,-0.7924340591766833,0.36886792766742266,0.06493513518524814,-1.1175993811434817,-1.4759010308748604,-1.2468705358020988,1,1,0,0,0.0
0,9,2,4,0,1,0,-0.4220340782079508,-0.44532587043371963,-0.46750609924085246,-0.520358773615339,-0.6604232872704713,0.08450853339044812,-0.828019065821015,-0.6188243355539007,-0.5237117503747997,-1.0749917889799339,-0.1569998787403739,-1.7468597767562792,-0.8301780936712264,-1.6432146513656887,-1.025506940660326,-1.6994664328511928,-1.328977687457501,-1.6184362549458764,-1.234845718169609,0,1,0,0,0.0
1,9,1,2,2,1,0,-1.8253383607814688,-1.8617675519599615,-1.5695712697099273,-2.0293087055714123,-1.9514946081964184,-1.7367799346210828,-1.9503636166769924,-1.662708971849136,-1.7677652761680385,-0.8745811277314247,-1.3860579556182036,-0.9187757686614144,-0.8301780936712264,-0.7924340591766833,-1.025506940660326,-1.7741141914988885,-1.54035599377152,-1.5004760695077943,-1.3911683473919785,0,1,0,0,0.0
1,9,0,0,3,0,0,0.6913857516273755,0.6708562841330424,0.29942814219669106,0.5811110079390945,0.3094546806446305,0.28410179015883524,0.6334955416123179,0.6387208988134586,0.39849708217839647,1.7307574684991933,1.0720581981374557,0.7373922475283154,1.1896707997163467,0.05834653301232206,1.7632427959951715,0.5806832858420534,0.5734270693686715,0.013346310280928054,1.939706136807742,1,2,1,0,8.23
0,2,0,4,0,0,0,1.620333656992944,1.6826003423660727,1.710844939464103,1.631645770693323,1.587930183805446,1.6999664553595801,1.5893384283303198,1.652082592526962,1.6920651761624108,0.9691969557548588,2.3011162750152856,0.7373922475283154,0.17974635302256015,1.7599077173903326,1.7632427959951715,0.6621172043668124,0.9961836819967093,0.6719573456435535,1.001770361473525,1,0,1,0,25.05
0,0,0,4,0,0,1,0.19726452536909447,0.4489253294238617,0.07385924765623683,0.35827030068819726,0.28426304511436806,0.24044076524075042,0.14015727749980006,0.15645840602209254,0.25614269862991673,-0.2813655704358374,-0.1569998787403739,-0.09069176056654947,0.17974635302256015,-0.7924340591766833,-1.025506940660326,-0.5390330938733799,0.04498130358362367,-0.2520641069547573,-0.42317052797653637,1,2,1,0,8.99
1,6,1,0,2,0,0,-0.738271663013251,-0.9544615900606639,-0.7704129004808904,-1.0360758389674143,-0.6856149228007337,-0.7138644936830999,-0.7416848696013247,-0.6859748092337113,-0.777473912352525,0.23168572236034515,-0.1569998787403739,-0.9187757686614144,0.17974635302256015,0.05834653301232206,0.36886792766742266,0.18029985309532232,0.2563596098976425,-0.6256046941753507,-0.03837636373685708,1,1,0,0,0.0
0,7,1,0,2,0,0,0.06549886503355273,0.1421384214435238,0.45410395559585964,0.6957148002395556,0.1646027763456215,0.22796618669272595,0.42999350766590444,0.46779242035575963,0.41087572422609064,1.0493612202542624,1.0720581981374557,0.7373922475283154,1.1896707997163467,1.7599077173903326,0.36886792766742266,1.9514875810088266,0.46773791621166183,0.21486162707098494,1.0137951791060151,0,2,1,0,12.37
1,6,2,2,3,0,0,-1.2126280402212006,-1.365686594374734,-1.2924437707030836,-1.1697802633179524,-1.3531932643526865,-1.056915403753765,-1.074688197877274,-0.9973088235673779,-1.210726384021812,0.007225781762015212,-0.1569998787403739,-0.09069176056654947,-0.8301780936712264,0.9091271252013274,0.36886792766742266,-0.7969071692017826,-0.6948427685154435,-0.34544925375990565,-0.020339137288122297,0,1,1,0,3.21
0,1,0,0,0,1,0,-0.738271663013251,-0.4192163463502866,0.028745468748146433,-0.5776606697655695,-0.4085069319678472,-0.5579322618327975,-0.4950157375450657,-0.46010503412889425,-0.474197182184024,1.4982811014509234,1.0720581981374557,1.5654762556231803,0.17974635302256015,1.7599077173903326,0.36886792766742266,1.734330464942803,0.7848053756826904,1.4092085046315674,2.0659667219488873,0,1,1,0,3.52
1,0,1,5,2,0,1,-0.5274466064763842,-0.060210390203082526,0.07385924765623683,-0.19564802876403162,-0.213271756608314,-0.49555936909267634,-0.24217987718740103,-0.4234775030308161,-0.25138162532553393,-0.5459076432838691,-1.3860579556182036,-1.7468597767562792,-1.8401025403650129,-1.6432146513656887,-1.025506940660326,-1.387303078506284,-2.280180065870587,-1.6528413090319838,-1.4152179826569584,0,2,0,0,0.0
1,7,1,2,2,0,0,1.8377469965465876,1.5324705788863326,1.781738020605388,1.6507464027433993,1.5312490038623559,1.6999664553595801,1.6756726245500106,1.377376109291374,1.574468076709318,1.0894433525039642,1.0720581981374557,1.5654762556231803,1.1896707997163467,0.9091271252013274,1.7632427959951715,-0.13186350124958598,0.36204876305465217,1.7581740532192278,0.17205794483171735,1,0,1,0,25.34
0,6,2,5,3,1,0,-0.8766256063655696,-0.7064211112680502,-0.622181912640021,-0.4694237548151339,-0.603742107327381,-1.3126442639882607,-0.7663517828069506,-0.6676610436846719,-0.7403379862094436,-0.17715202658661292,-0.1569998787403739,-0.09069176056654947,-0.8301780936712264,0.05834653301232206,-1.025506940660326,-0.47795765497981096,0.2563596098976425,0.6621273301903805,-0.3991208927115561,1,1,1,0,4.25
0,6,1,3,1,1,0,1.8377469965465876,1.8131479627832374,1.781738020605388,1.7526164403438094,1.7138883614567586,1.6999664553595801,1.6756726245500106,1.652082592526962,1.7044438182101045,-0.06492205628744738,-0.1569998787403739,0.7373922475283154,2.199595246410133,0.9091271252013274,1.7632427959951715,1.4018086309667042,1.524629447781757,0.4409519824939763,-0.03837636373685708,0,0,1,0,18.74
1,7,1,2,3,1,0,1.76527588336204,1.5781622460323406,1.2597071503831945,0.9949580356907604,1.3171201018551255,1.0700002386843588,1.3365025679726545,1.0172053868269364,1.0731330737777152,0.06334076691159798,-0.1569998787403739,-0.9187757686614144,-0.8301780936712264,0.05834653301232206,-1.025506940660326,0.4856770475631678,0.8904945288397,0.018261318007514533,-0.03837636373685708,1,0,1,0,18.58
0,9,1,5,3,1,0,-1.1335686440198756,-1.0784818294569705,-0.925088713880059,-1.0551764710174913,-0.9186375514556608,-1.0319662466577164,-1.0438545563702417,-0.9362629384039141,-1.0188574322825568,-0.4737598052344066,-0.1569998787403739,-0.9187757686614144,0.17974635302256015,0.05834653301232206,0.36886792766742266,-0.620467012398139,0.46773791621166183,-0.3847693155725996,-0.36905884863033117,0,1,1,0,3.23
0,4,0,0,0,1,0,-0.1387379084865365,0.18783008858953118,0.3445419211047815,0.30096840453796675,0.35354004282258983,0.04084750847236329,0.31899239824058767,0.7730218461730799,0.2994679457968456,-0.6661540400329746,1.0720581981374557,-0.09069176056654947,0.17974635302256015,0.05834653301232206,0.36886792766742266,0.06493513518524814,0.8904945288397,1.4386985509910886,1.2663163493883045,1,2,1,0,8.46
1,0,2,0,3,0,0,0.006204317882559102,-0.13853896245338168,0.12541785212262635,-0.38665434926480086,-0.729700284978693,-0.4207118978045317,-0.2668467903930269,-0.6615564551683257,-0.36897872477862576,-1.812503022374447,-1.3860579556182036,-1.7468597767562792,-0.8301780936712264,-1.6432146513656887,-1.025506940660326,0.06493513518524814,-0.9062210748294628,-1.9133367185410821,-1.4212303914732036,1,2,0,0,0.0
1,4,1,3,1,1,0,-0.5406231725099386,-0.38005206022513727,0.08030407321453595,-0.42485561336495437,-0.6730191050356022,-0.4207118978045317,-0.41484826962678173,-0.27696737863850224,-0.38135736682632,-0.2893819968857784,-0.1569998787403739,0.7373922475283154,0.17974635302256015,-0.7924340591766833,0.36886792766742266,0.2820922512512708,0.46773791621166183,0.09690144163290276,0.6049513796013564,1,2,1,0,12.03
0,0,2,0,2,1,1,-1.884632907932463,-1.9335687431894024,-1.8080298153669787,-1.704597960720105,-1.8444301571928032,-2.023695241225639,-1.746861582730579,-1.7909053306924105,-1.7615759551441912,-1.0990410683297547,-0.1569998787403739,-1.7468597767562792,-1.8401025403650129,-0.7924340591766833,-1.025506940660326,-1.6180325143264338,-2.174490912713577,-1.3481108299836047,-1.4332552091056934,0,1,0,0,0.0
0,8,2,4,2,1,0,-0.9754498516172254,-0.9348794469980889,-1.0733197017209284,-0.7877676223164152,-1.0194040935767104,-0.8760340148074142,-0.99452072995899,-1.0888776513125742,-0.9631535430679337,-1.1952381857290393,-1.3860579556182036,-0.9187757686614144,-0.8301780936712264,-1.6432146513656887,-1.025506940660326,0.06493513518524814,-1.4346668406145104,-1.6086062394927028,-1.0063741831522994,0,1,0,0,0.0
0,8,0,1,2,0,0,-0.29026841787240965,-0.3278330120582712,-0.4095026692161644,-0.45032312276505687,-0.08101567007443651,-0.3022034015983017,-0.4826822809422531,-0.17929396237695966,-0.26994958839707495,-0.9467289657808873,-1.3860579556182036,-1.7468597767562792,-0.8301780936712264,0.05834653301232206,-1.025506940660326,0.26851993149714515,-0.06070784957338599,0.24435167343050557,-0.002301910839387517,0,2,0,0,0.0
1,4,2,2,3,0,0,-0.5735645875938239,-0.16464848653681474,-0.20971307690890492,-0.45032312276505687,-0.38961320532015087,-0.5080339476407008,-0.3840146281197495,-0.35022244083465914,-0.36278940375477897,-1.203254612178979,-0.1569998787403739,-0.9187757686614144,-1.8401025403650129,-1.6432146513656887,0.36886792766742266,-1.4619508371539798,0.04498130358362367,-1.4611560076951002,-1.288957397515814,0,2,0,0,0.0
0,3,0,5,2,0,0,1.8377469965465876,1.8131479627832374,1.781738020605388,1.631645770693323,1.7264841792218895,1.6999664553595801,1.6510057113443855,1.652082592526962,1.7044438182101045,1.7067081891493723,-0.1569998787403739,0.7373922475283154,0.17974635302256015,0.9091271252013274,1.7632427959951715,0.6621172043668124,1.524629447781757,1.4337835432645012,0.9957579526572803,1,0,1,0,25.61
0,2,0,0,1,1,0,1.4095086004560773,1.5194158168446164,1.472386393807051,1.6125451386432452,1.4745678239192654,1.5627460913313136,1.453670405699378,1.6459780040106158,1.4940069033993082,1.8590202916982397,1.0720581981374557,1.5654762556231803,0.17974635302256015,0.9091271252013274,0.36886792766742266,1.2796577531795663,0.5734270693686715,0.3721418743217614,0.8875345939648699,0,0,1,0,18.61
1,8,1,5,0,0,0,1.3633906193386374,1.1473550986556955,1.2210381970334032,1.154129969441401,1.31082219297256,1.481661330769157,1.3365025679726545,0.8951136165000075,1.2526233834692764,1.1696076170033678,-0.1569998787403739,1.5654762556231803,0.17974635302256015,1.7599077173903326,0.36886792766742266,1.4628840698602736,1.2075619883107285,0.544167144752298,-0.03837636373685708,0,0,1,0,18.68
1,4,1,0,0,1,0,0.5398552422415024,0.12908365940180697,0.1834212821473144,0.612945394689223,0.6621375780683042,0.6084408324074638,0.3004922133363681,0.44337406629037346,0.47276893446456003,1.6986917626994325,1.0720581981374557,1.5654762556231803,0.17974635302256015,2.610688309579338,1.7632427959951715,0.06493513518524814,0.04498130358362367,1.0405829251375605,1.073919267268465,1,0,1,0,18.97
1,3,1,0,1,1,0,0.6452677705099358,0.4750348535072948,0.396100525571171,0.2372996310377107,0.5928605803600818,0.7269493286136932,0.21415801711667773,0.4738970088721059,0.4665796134407132,-0.6501211871330947,-1.3860579556182036,0.7373922475283154,0.17974635302256015,0.05834653301232206,-1.025506940660326,-0.5526054136275066,0.8904945288397,-0.23731908377499678,-0.8500515539299298,0,2,1,0,8.95
1,2,0,5,0,1,0,1.633510223026498,1.8131479627832374,1.781738020605388,1.6061782612932198,1.7264841792218895,1.6999664553595801,1.5585047868232882,1.652082592526962,1.5559001136377775,0.921098397055217,1.0720581981374557,0.7373922475283154,0.17974635302256015,0.9091271252013274,1.7632427959951715,0.00385969629167866,1.2075619883107285,1.281418303740312,1.5729491990167983,1,0,1,0,25.86
0,9,2,1,2,0,0,-0.6987419649125881,-0.4844901565588689,-0.519064703707242,-0.8832707825667993,-0.5407630185017247,-0.6951526258610635,-0.4456819111338145,-0.850798699175064,-0.5422797134463407,-1.748371610774924,-1.3860579556182036,-0.9187757686614144,-1.8401025403650129,-1.6432146513656887,0.36886792766742266,-1.0683535642843118,-0.6948427685154435,-1.402175914976059,-1.7519128763666776,0,1,0,0,0.0
1,4,1,0,2,1,0,0.5859732233589421,0.892787238842223,0.7570107568358976,0.49834160238876085,1.09669329096533,0.6458645680515367,0.6828293680235697,0.6143025447480734,-1.7058720659295685,-2.010795220282234,-0.1569998787403739,-0.09069176056654947,-0.8301780936712264,0.05834653301232206,0.36886792766742266,-2.296648502032757,0.6791162225256807,-2.798038109326699,-0.03837636373685708,1,0,1,1,18.33
1,5,0,2,1,1,0,-0.4615637763086136,-0.07979253326565745,-0.370833715866372,-0.3357193304645958,-0.4903797474411999,-0.13379659119997547,-0.36551444321552995,-0.2037123164423453,-0.2947068724924628,1.2177061757030108,1.0720581981374557,-0.09069176056654947,1.1896707997163467,0.9091271252013274,0.36886792766742266,1.0964314364988588,1.524629447781757,1.2470132496542046,1.4647258403243888,1,2,1,0,8.37
0,1,0,0,3,0,0,-0.20462073865430708,-0.1907580106202478,0.28653849108009344,-0.1256123779137501,-0.14399475890009225,-0.16498303757003582,-0.4333484545310013,-0.12435266572984209,-0.18329909406321718,-0.4096283936348839,-0.1569998787403739,-0.09069176056654947,-0.8301780936712264,-0.7924340591766833,0.36886792766742266,-0.36937909694679916,1.3132511414677388,-0.04071877471152638,-0.026351546104367365,1,2,1,0,8.85
